Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P4919,F1593,JetBlue,ORD,JFK,2023-10-10 09:06:28,151,On-time,1348,312.18,60,Female,High,Business,First,1,Platinum,Mobile App,10.0,4.0,119,0,0,Aisle,25
P4920,F1205,Delta,SFO,DEN,2024-11-25 00:46:52,312,On-time,1205,225.62,22,Female,Medium,Family,First,3,Gold,Desk,8.202750117230751,21.0,11,0,0,Middle,17
P4923,F754,American Airlines,LAX,SEA,2025-03-08 03:04:52,142,On-time,1122,344.26,25,Male,Low,Leisure,Premium Economy,0,Silver,Desk,8.082241363712026,3.0,105,0,0,Middle,37
P4924,F295,United,ORD,LAX,2024-10-29 12:24:13,262,On-time,1343,281.43,49,Female,Low,Leisure,Economy,1,Gold,Airport Kiosk,7.048762379422205,22.0,105,0,0,Window,80
P4925,F1271,United,SEA,ORD,2024-02-06 18:54:34,207,On-time,1336,55.16,51,Male,Medium,Leisure,Economy,2,Platinum,Airport Kiosk,6.716885015329335,5.0,30,0,0,Middle,86
P4928,F681,American Airlines,DEN,SEA,2024-08-27 20:00:43,163,On-time,1492,551.35,74,Male,High,Business,Economy,4,Silver,Airport Kiosk,5.8719711357607345,3.0,99,0,0,Middle,7
P4929,F4,United,DEN,LAX,2023-06-01 13:29:56,210,Delayed,1411,368.57,52,Male,Medium,Leisure,Economy,1,Gold,Online,7.453504905093442,30.0,76,0,1,Aisle,40
P4931,F1927,Southwest,SFO,JFK,2024-04-15 19:38:09,169,On-time,888,486.12,40,Female,Medium,Business,Economy,0,Silver,Online,8.376831893323494,4.0,89,0,0,Middle,68
P4932,F268,United,DEN,LAX,2023-10-31 03:00:31,227,Delayed,1786,501.84,67,Male,Low,Family,Economy,1,Silver,Desk,7.737656831717409,8.0,77,0,0,Window,43
P4933,F1532,JetBlue,LAX,DFW,2024-04-20 14:44:26,251,On-time,1050,364.0,74,Female,Medium,Business,First,1,Silver,Mobile App,10.0,1.0,105,0,0,Middle,120
P4936,F499,American Airlines,SFO,SEA,2024-06-10 12:42:18,68,On-time,1551,300.53,27,Female,Medium,Business,Economy,2,Gold,Mobile App,7.087514561529846,4.0,24,0,0,Window,27
P4939,F1258,United,DFW,DEN,2024-04-19 12:45:10,190,On-time,952,471.45,34,Male,Medium,Family,Economy,0,Platinum,Airport Kiosk,7.48324688604584,9.0,13,0,0,Aisle,64
P4941,F468,Southwest,DEN,DEN,2024-03-21 03:59:26,179,On-time,1606,192.08,64,Female,Low,Family,Economy,2,Silver,Mobile App,6.877840959942018,11.0,24,0,0,Middle,18
P4942,F987,American Airlines,ORD,DEN,2024-06-09 03:32:33,202,On-time,1156,320.58,27,Female,Medium,Leisure,Business,0,Silver,Mobile App,7.895571030484573,4.0,100,0,0,Aisle,8
P4943,F1640,American Airlines,SEA,DFW,2024-08-12 12:03:41,183,On-time,1411,254.56,40,Male,Medium,Emergency,Economy,2,Silver,Online,7.771868127925754,2.0,1,0,0,Middle,26
P4945,F314,Southwest,SFO,LAX,2024-10-28 19:48:47,100,On-time,598,343.64,55,Female,Medium,Leisure,Premium Economy,0,Silver,Online,7.560559679695271,3.0,107,0,0,Window,43
P4947,F1277,American Airlines,DEN,JFK,2025-03-28 21:42:13,257,On-time,1222,437.12,29,Female,Medium,Family,Economy,0,Gold,Desk,7.839998125442197,5.0,40,0,0,Aisle,99
P4948,F1518,American Airlines,DFW,JFK,2023-10-24 10:25:24,185,On-time,1339,316.26,22,Female,High,Family,Economy,0,Platinum,Desk,8.113956734390639,10.0,1,1,0,Aisle,81
P4949,F1109,United,JFK,LAX,2024-09-16 12:06:48,245,On-time,1966,415.03,42,Female,Low,Emergency,Economy,4,Gold,Mobile App,6.926132651773287,1.0,108,0,0,Window,14
P4953,F1143,American Airlines,JFK,ORD,2024-12-19 02:16:01,236,On-time,1432,458.61,35,Male,Medium,Leisure,Premium Economy,0,Silver,Online,8.514978195155633,1.0,33,0,0,Middle,48
P4954,F1396,Delta,LAX,ATL,2024-03-25 01:47:24,118,On-time,1220,279.01,25,Female,High,Business,Economy,0,Silver,Online,7.265166555317751,1.0,66,0,0,Middle,69
P4957,F1862,United,SEA,DFW,2024-01-16 13:39:34,166,On-time,996,267.48,56,Female,High,Leisure,Economy,1,Silver,Online,7.477565567924003,18.0,11,1,0,Window,75
P4961,F1842,American Airlines,DFW,ORD,2024-08-08 14:28:44,202,Delayed,1445,375.88,64,Male,Medium,Leisure,First,3,Gold,Desk,8.763785880126362,22.0,38,0,0,Window,57
P4963,F1682,Southwest,DFW,DEN,2025-03-31 19:52:35,176,On-time,922,475.6,60,Female,Low,Leisure,Premium Economy,2,Silver,Mobile App,7.854917969077052,2.0,83,0,0,Window,89
P4964,F460,Southwest,ATL,ORD,2023-11-21 13:37:25,193,On-time,1163,336.02,50,Male,Low,Business,Economy,1,Platinum,Mobile App,8.186293205102734,16.0,19,0,0,Window,28
P4965,F336,Delta,ATL,SEA,2023-10-02 17:50:17,215,On-time,1401,151.34,43,Female,High,Leisure,Economy,1,Gold,Online,7.575950501238905,4.0,65,0,0,Middle,32
P4967,F1634,Southwest,DFW,DEN,2025-02-22 02:20:18,198,On-time,1109,281.02,77,Male,Low,Emergency,Premium Economy,2,Silver,Airport Kiosk,8.28128375532019,8.0,37,0,0,Aisle,90
P4968,F1847,Southwest,ORD,SEA,2024-05-10 03:18:30,186,On-time,548,465.42,78,Female,Medium,Family,Economy,0,Silver,Desk,8.51850873850184,4.0,86,0,0,Middle,88
P4971,F1869,JetBlue,DEN,SEA,2023-08-15 11:15:08,184,On-time,891,154.94,72,Female,Medium,Family,Economy,0,Silver,Desk,6.976888463094253,3.0,7,0,0,Aisle,9
P4976,F336,United,LAX,JFK,2024-10-27 12:09:10,185,On-time,1625,312.68,51,Male,Medium,Emergency,First,0,Silver,Desk,10.0,7.0,25,0,0,Middle,106
P4979,F1732,American Airlines,LAX,DEN,2023-09-23 01:01:14,147,On-time,1331,363.79,22,Male,Medium,Emergency,Premium Economy,1,Silver,Desk,6.879694106976652,31.0,82,0,1,Middle,32
P4980,F953,Delta,ATL,JFK,2025-04-15 23:28:52,177,On-time,915,319.78,39,Male,Medium,Emergency,Economy,1,Silver,Desk,7.778323578467978,7.0,2,0,0,Aisle,23
P4982,F1440,Delta,LAX,SEA,2023-06-02 03:24:43,192,On-time,1653,303.3,47,Male,High,Business,Premium Economy,0,Silver,Airport Kiosk,7.006148129915552,12.0,102,0,0,Aisle,10
P4984,F440,Delta,DFW,SFO,2023-04-28 06:51:24,202,On-time,1275,319.35,67,Female,Medium,Family,First,0,Silver,Desk,8.020075018061673,32.0,37,0,0,Middle,67
P4988,F939,American Airlines,SEA,LAX,2023-09-20 20:40:29,58,On-time,1040,517.06,77,Female,Low,Family,Economy,0,Gold,Airport Kiosk,6.485528401979855,7.0,80,0,0,Middle,72
P4989,F1362,American Airlines,DEN,SFO,2024-06-19 10:46:40,166,On-time,1126,337.55,39,Male,Low,Leisure,Premium Economy,1,Gold,Airport Kiosk,7.631300034808019,7.0,79,0,0,Window,20
P4994,F674,Delta,DFW,SEA,2024-09-03 21:21:00,186,Delayed,915,460.1,40,Female,Low,Business,First,0,Platinum,Mobile App,8.99882752146982,2.0,104,0,0,Middle,36
P4997,F913,Delta,ATL,DEN,2024-06-04 14:56:31,179,On-time,1462,294.83,46,Male,Medium,Emergency,Economy,4,Platinum,Mobile App,7.512909470074468,5.0,69,0,0,Middle,100
P4998,F262,United,SEA,LAX,2024-01-22 09:06:34,290,On-time,1240,254.37,23,Female,Medium,Emergency,Economy,0,Platinum,Mobile App,8.337522488017921,1.0,15,0,1,Window,117
P5000,F313,JetBlue,ORD,LAX,2025-04-03 18:52:56,112,Delayed,1073,356.81,57,Male,Low,Emergency,Economy,1,Silver,Airport Kiosk,7.316604225150085,7.0,1,0,0,Middle,102
P5001,F1036,Southwest,DEN,JFK,2023-08-04 17:08:00,213,On-time,1553,441.32,60,Male,Medium,Business,Economy,0,Gold,Online,6.812583784034615,22.0,7,0,0,Middle,27
P5003,F1077,JetBlue,LAX,DEN,2025-03-09 17:42:51,120,On-time,1178,377.86,67,Male,Medium,Family,Premium Economy,1,Silver,Airport Kiosk,7.944529079312737,13.0,85,0,0,Aisle,98
P5005,F312,Delta,DFW,ORD,2023-05-08 00:03:25,193,On-time,1324,209.83,24,Female,Medium,Leisure,Economy,2,Platinum,Online,6.944197200324317,25.0,40,0,0,Middle,111
P5006,F1742,United,JFK,ORD,2023-09-17 08:29:29,186,Delayed,902,391.13,70,Male,High,Family,Economy,1,Silver,Online,7.365486697953545,26.0,59,0,0,Middle,17
P5015,F588,United,SFO,SFO,2025-03-20 07:22:11,124,On-time,1613,517.12,55,Female,Low,Family,Economy,2,Silver,Online,7.267639650107825,14.0,64,0,1,Window,100
P5016,F514,United,ATL,LAX,2023-05-17 02:13:43,201,On-time,1299,350.78,30,Female,Low,Leisure,Economy,0,Silver,Airport Kiosk,7.217753670854283,19.0,93,0,0,Middle,12
P5018,F1825,Delta,DFW,DFW,2025-02-09 06:13:41,183,On-time,1025,379.93,43,Female,Medium,Family,Economy,1,Gold,Mobile App,7.0919207867331755,4.0,67,0,0,Middle,30
P5022,F1563,American Airlines,ATL,LAX,2025-02-26 13:07:35,171,On-time,1301,163.55,27,Male,Medium,Leisure,Economy,1,Platinum,Mobile App,7.227921237705953,9.0,113,0,0,Aisle,72
P5023,F1083,Southwest,SEA,ORD,2025-01-12 01:16:25,226,Delayed,1217,310.34,39,Female,Medium,Emergency,Premium Economy,0,Silver,Online,7.839136061409102,27.0,65,0,0,Aisle,37
P5025,F929,Southwest,JFK,ORD,2023-11-25 15:10:24,161,On-time,1752,436.87,26,Male,High,Leisure,Economy,0,Gold,Mobile App,8.044033772459093,5.0,67,0,0,Middle,53
P5031,F1055,American Airlines,SEA,JFK,2023-08-21 17:39:59,208,On-time,1613,341.26,34,Female,Medium,Family,Premium Economy,0,Silver,Online,7.843495172161904,53.0,88,0,0,Aisle,86
P5034,F890,Southwest,DFW,SFO,2023-08-09 14:57:54,218,On-time,1180,331.48,38,Female,High,Leisure,Economy,2,Gold,Mobile App,6.857396418387205,2.0,100,0,1,Aisle,33
P5036,F639,JetBlue,ORD,DEN,2023-07-31 06:27:35,125,On-time,608,322.12,25,Male,Low,Family,Premium Economy,0,Silver,Online,7.98708094773685,1.0,19,0,0,Aisle,87
P5039,F326,JetBlue,DFW,DFW,2024-12-07 06:15:16,215,Delayed,898,296.18,68,Male,Low,Leisure,Economy,1,Platinum,Desk,6.869692820081548,2.0,54,0,0,Aisle,35
P5040,F653,Southwest,JFK,ORD,2024-04-05 20:47:03,91,On-time,1337,315.36,31,Female,High,Family,Premium Economy,2,Gold,Desk,8.437712428556317,12.0,95,0,0,Window,17
P5042,F569,American Airlines,JFK,ATL,2023-10-30 04:50:30,218,Delayed,1435,249.85,72,Male,High,Leisure,Premium Economy,1,Silver,Online,8.124469020877479,2.0,20,0,0,Window,27
P5043,F21,American Airlines,JFK,ORD,2024-01-21 03:43:43,220,On-time,1918,339.23,31,Female,Low,Family,Business,1,Silver,Online,8.3563534004843,42.0,12,0,0,Aisle,69
P5046,F816,American Airlines,DFW,ATL,2023-12-29 04:51:11,257,On-time,1192,399.3,36,Female,Low,Emergency,Economy,1,Gold,Desk,7.053040066865492,8.0,16,0,0,Window,20
P5048,F1217,Southwest,ATL,JFK,2023-09-04 15:56:48,231,Delayed,984,206.5,18,Male,High,Emergency,Premium Economy,0,Silver,Mobile App,7.395537000613173,15.0,46,0,0,Aisle,103
P5050,F72,Southwest,LAX,SFO,2023-07-25 14:53:57,71,Cancelled,1908,396.29,45,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,7.5412424475761695,5.0,12,0,0,Middle,53
P5053,F110,United,DFW,SEA,2024-03-02 18:28:47,119,On-time,1527,390.52,63,Female,Medium,Emergency,Premium Economy,1,Silver,Airport Kiosk,7.719257579680033,0.0,62,0,0,Middle,20
P5057,F1968,United,SFO,ORD,2025-03-26 10:55:30,265,On-time,1455,419.18,51,Female,Low,Leisure,Economy,2,Silver,Online,7.150564410658934,14.0,12,0,1,Aisle,56
P5058,F1676,Southwest,DFW,SEA,2023-09-18 00:30:15,164,On-time,1069,227.41,25,Female,Medium,Business,Economy,1,Gold,Online,7.192567581878814,7.0,51,0,0,Window,48
P5061,F1041,United,ATL,ATL,2024-08-24 04:51:38,198,On-time,1297,344.9,75,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,6.749949351569783,4.0,31,1,0,Aisle,9
P5062,F712,American Airlines,JFK,JFK,2024-12-01 08:23:00,221,On-time,1335,518.11,32,Male,Low,Leisure,Premium Economy,1,Gold,Online,7.84242103118187,9.0,96,0,1,Aisle,52
P5063,F583,American Airlines,DEN,SFO,2023-09-30 22:04:35,228,On-time,880,433.41,64,Male,Medium,Leisure,Economy,1,Silver,Mobile App,5.790936054043611,28.0,101,0,0,Aisle,43
P5064,F855,JetBlue,ATL,ATL,2024-10-14 15:22:41,196,Delayed,1624,492.37,36,Male,High,Family,First,1,Gold,Mobile App,9.542570281304872,9.0,83,0,1,Aisle,46
P5065,F268,Southwest,DFW,SEA,2024-07-17 22:16:05,136,On-time,1238,511.2,36,Male,Medium,Business,Premium Economy,0,Silver,Desk,6.698425205718019,28.0,3,0,0,Window,52
P5068,F972,American Airlines,DEN,DFW,2025-01-05 20:58:02,197,On-time,1059,325.45,18,Male,Medium,Emergency,Economy,1,Silver,Mobile App,7.199572973034442,0.0,114,0,0,Middle,12
P5069,F678,United,LAX,LAX,2025-01-25 03:20:00,173,On-time,1224,371.73,35,Female,Medium,Leisure,Business,2,Silver,Desk,8.993506646125732,11.0,110,0,0,Window,36
P5070,F422,United,SEA,ORD,2024-02-19 16:19:55,142,On-time,1243,374.99,49,Female,Medium,Emergency,Premium Economy,0,Silver,Online,8.933650757505921,2.0,78,0,0,Window,101
P5071,F813,Southwest,DFW,ORD,2023-10-10 06:59:26,162,On-time,483,411.26,54,Female,High,Family,Economy,1,Silver,Mobile App,6.601496943140389,16.0,115,0,0,Middle,23
P5072,F454,American Airlines,SFO,DEN,2023-11-14 02:53:50,92,Cancelled,1631,339.26,76,Female,Low,Leisure,Economy,0,Silver,Desk,6.60870852006848,3.0,51,0,0,Middle,1
P5073,F1879,American Airlines,JFK,DEN,2023-12-05 18:00:05,98,On-time,1011,264.5,62,Female,Medium,Family,Economy,0,Gold,Desk,7.17595133922156,4.0,45,0,0,Window,85
P5080,F269,Delta,DFW,ORD,2023-10-05 23:24:12,82,On-time,985,422.69,51,Male,Medium,Emergency,Premium Economy,0,Gold,Airport Kiosk,6.058151174666379,17.0,51,0,0,Window,2
P5082,F1038,Delta,LAX,DFW,2025-01-22 13:16:53,248,On-time,1662,689.74,62,Female,Medium,Leisure,Economy,0,Gold,Airport Kiosk,8.812908664349944,3.0,15,0,0,Window,101
P5086,F1757,JetBlue,SEA,SFO,2024-03-28 06:07:21,231,Cancelled,670,509.59,60,Male,Medium,Business,Economy,1,Silver,Online,7.824854904966147,2.0,66,0,0,Middle,115
P5087,F1503,American Airlines,SEA,ORD,2023-07-07 00:32:10,183,On-time,1725,275.48,25,Female,High,Business,Economy,0,Silver,Online,6.134573634137494,3.0,97,0,0,Middle,23
P5088,F1871,United,ORD,SEA,2023-07-26 08:38:36,87,Delayed,1446,633.78,73,Male,High,Business,Premium Economy,0,Silver,Mobile App,7.840661585153401,2.0,67,0,1,Aisle,28
P5090,F580,American Airlines,SEA,LAX,2023-07-27 16:12:25,193,On-time,756,495.38,41,Female,Low,Emergency,Economy,1,Gold,Desk,6.63385934514676,8.0,85,0,0,Window,24
P5091,F1923,Southwest,DFW,DFW,2023-05-30 23:18:48,128,On-time,1395,379.26,49,Female,Low,Leisure,Premium Economy,0,Silver,Online,8.884864111527268,1.0,69,0,0,Window,99
P5093,F1939,Southwest,LAX,DFW,2024-09-22 11:06:58,163,On-time,1034,365.59,28,Male,High,Leisure,Economy,2,Platinum,Online,7.457513698261092,9.0,43,0,1,Aisle,89
P5096,F176,Southwest,ATL,LAX,2024-02-06 05:26:49,121,On-time,1040,483.98,22,Female,Medium,Business,Economy,1,Silver,Desk,7.686197691055411,4.0,109,0,0,Window,83
P5098,F802,United,ATL,ORD,2023-06-20 11:14:27,222,On-time,1181,267.37,26,Male,High,Leisure,Economy,1,Silver,Desk,7.115382068598915,1.0,111,0,0,Middle,27
P5099,F964,United,SEA,LAX,2023-08-22 10:44:56,315,On-time,1142,669.5,75,Male,Low,Emergency,First,1,Gold,Online,8.53686770247242,4.0,102,0,0,Window,15
P5100,F1743,Southwest,SEA,DFW,2024-07-06 14:56:51,177,On-time,718,366.69,54,Female,High,Emergency,Economy,2,Silver,Mobile App,7.201085231975141,0.0,111,0,0,Window,46
P5101,F1680,United,SFO,LAX,2024-08-19 07:35:57,153,On-time,1179,494.95,73,Female,Low,Business,Economy,0,Silver,Desk,7.476703188942823,17.0,114,0,1,Window,80
P5103,F1054,Delta,ORD,LAX,2024-01-09 08:09:38,195,On-time,1446,313.36,39,Male,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.010210067103639,3.0,33,0,0,Middle,91
P5105,F1139,JetBlue,DEN,SEA,2024-08-01 03:12:58,199,On-time,1541,299.63,65,Female,Medium,Leisure,Business,0,Silver,Mobile App,8.205582681406009,10.0,70,0,0,Aisle,75
P5106,F576,Delta,LAX,ORD,2024-08-18 09:50:59,206,On-time,1323,374.78,19,Male,High,Emergency,Economy,3,Platinum,Desk,6.553673607076263,2.0,101,0,0,Middle,26
P5107,F1089,United,SFO,JFK,2024-09-14 14:06:13,126,On-time,960,365.67,62,Male,Medium,Family,Economy,1,Gold,Airport Kiosk,8.098820670993058,16.0,14,0,0,Middle,117
P5108,F1336,Southwest,JFK,LAX,2024-01-06 08:04:08,263,Cancelled,1399,307.71,63,Male,Low,Business,Premium Economy,0,Platinum,Airport Kiosk,7.459851110216564,3.0,19,0,0,Middle,52
P5109,F1524,United,LAX,SEA,2024-11-16 20:49:12,119,On-time,1245,437.72,54,Male,High,Business,Premium Economy,0,Platinum,Desk,8.288315471627726,5.0,54,0,0,Window,41
P5110,F988,Southwest,SEA,ORD,2023-12-25 11:20:41,115,Cancelled,1232,492.52,28,Female,Medium,Family,Premium Economy,1,Platinum,Mobile App,8.179845756349598,9.0,3,0,0,Aisle,58
P5112,F1524,United,JFK,DFW,2025-01-06 15:05:06,219,On-time,1560,327.37,28,Female,Low,Family,Economy,0,Silver,Mobile App,8.147791541903786,6.0,118,0,0,Window,93
P5114,F915,JetBlue,SEA,LAX,2024-07-06 21:23:36,248,On-time,1598,322.33,59,Female,Low,Business,Economy,1,Silver,Airport Kiosk,7.374775494240064,1.0,41,0,0,Middle,33
P5117,F1903,Southwest,JFK,DFW,2024-07-13 03:07:22,108,On-time,1463,323.95,21,Male,Medium,Business,Premium Economy,0,Gold,Airport Kiosk,6.360691346617855,3.0,42,0,0,Aisle,6
P5118,F1666,United,SFO,JFK,2023-10-26 18:05:25,260,On-time,1406,317.51,33,Male,Medium,Emergency,Economy,1,Platinum,Desk,9.166267392776705,2.0,72,1,0,Aisle,95
P5120,F1285,Southwest,DEN,JFK,2023-09-09 20:27:07,89,Delayed,1185,434.06,61,Female,High,Emergency,Economy,0,Gold,Desk,7.909380961727055,16.0,85,0,0,Window,116
P5123,F1560,JetBlue,SFO,ATL,2024-08-12 20:21:33,253,On-time,1139,337.07,30,Female,Low,Leisure,Economy,1,Gold,Mobile App,7.219822086181323,20.0,9,0,1,Middle,54
P5124,F599,American Airlines,ORD,DEN,2024-11-09 01:26:42,159,On-time,1065,346.83,58,Male,Low,Business,Economy,2,Silver,Online,7.6861899854306115,9.0,67,0,0,Middle,57
P5125,F1955,American Airlines,ATL,ORD,2023-07-28 13:58:20,289,On-time,939,247.14,35,Male,High,Emergency,Economy,3,Silver,Desk,5.927679865559232,20.0,20,0,0,Middle,6
P5127,F311,Southwest,ATL,LAX,2024-03-14 11:35:53,156,On-time,785,375.94,60,Female,Medium,Family,Premium Economy,0,Silver,Airport Kiosk,6.992477158450089,24.0,80,0,0,Middle,56
P5128,F8,JetBlue,SEA,JFK,2023-09-13 11:54:00,183,On-time,465,511.62,69,Female,Low,Family,Economy,1,Gold,Online,6.901388620569806,27.0,85,0,0,Aisle,11
P5129,F746,JetBlue,SEA,ATL,2024-03-01 13:18:42,198,Cancelled,1389,405.6,60,Male,Medium,Emergency,Business,0,Gold,Desk,7.42242282949411,2.0,82,0,1,Middle,15
P5130,F1787,Delta,SFO,JFK,2023-09-18 22:54:09,168,On-time,1011,393.6,39,Female,Medium,Emergency,Premium Economy,0,Gold,Mobile App,7.766257285100761,15.0,116,0,0,Aisle,79
P5131,F1878,Southwest,SFO,ATL,2025-03-19 02:48:47,224,On-time,1464,45.67,73,Male,Low,Leisure,Economy,2,Gold,Airport Kiosk,7.348493992866823,15.0,81,0,0,Window,42
P5132,F398,American Airlines,LAX,JFK,2023-09-08 05:57:35,85,Delayed,1743,343.79,35,Male,Low,Emergency,Premium Economy,1,Platinum,Mobile App,7.8790676919557905,9.0,106,0,0,Window,116
P5133,F1410,Southwest,LAX,DFW,2024-07-09 23:36:21,245,On-time,1366,379.7,70,Male,Low,Emergency,Economy,1,Gold,Online,8.356119963029002,19.0,63,0,1,Middle,99
P5136,F516,JetBlue,ATL,JFK,2024-07-13 17:22:47,145,On-time,1318,388.64,70,Male,High,Emergency,Economy,0,Silver,Airport Kiosk,7.591262796216128,4.0,66,0,0,Aisle,99
P5137,F544,United,ORD,LAX,2024-03-23 21:55:37,186,On-time,1647,218.82,20,Male,Medium,Leisure,Premium Economy,1,Gold,Desk,9.679276410210308,5.0,22,0,0,Aisle,110
P5139,F646,Delta,JFK,DEN,2024-10-23 03:27:05,375,On-time,1085,352.96,64,Female,High,Leisure,Economy,1,Silver,Airport Kiosk,7.755578856286493,13.0,53,0,0,Middle,72
P5141,F1662,Southwest,LAX,DFW,2023-11-23 19:19:03,165,On-time,1409,443.63,25,Male,Low,Family,Economy,0,Silver,Mobile App,7.283551578880982,7.0,116,0,0,Aisle,74
P5142,F914,Southwest,SFO,SFO,2025-03-29 19:28:33,114,On-time,1437,359.74,57,Female,High,Leisure,Premium Economy,0,Silver,Mobile App,7.923348849110179,4.0,11,0,1,Middle,7
P5144,F200,Southwest,LAX,DEN,2024-12-13 18:44:24,96,On-time,1099,502.7,52,Male,Low,Leisure,Economy,1,Platinum,Desk,8.439527293488558,4.0,102,0,0,Window,86
P5146,F1886,American Airlines,DEN,ATL,2024-06-06 13:03:50,215,On-time,1348,294.78,35,Female,High,Leisure,Premium Economy,3,Platinum,Desk,7.832600306457843,16.0,4,1,0,Window,119
P5148,F1575,American Airlines,JFK,DFW,2023-09-05 15:52:45,168,On-time,1022,339.54,60,Male,Medium,Family,Premium Economy,0,Gold,Online,7.589895295717243,0.0,15,0,0,Middle,44
P5149,F1484,United,ATL,DEN,2024-10-05 19:40:53,104,On-time,1416,437.91,73,Male,Low,Business,Economy,0,Gold,Airport Kiosk,7.372591262223016,29.0,114,0,0,Window,85
P5150,F493,Delta,SFO,DFW,2025-01-30 11:17:02,119,Cancelled,1392,592.43,54,Female,Low,Family,Economy,2,Silver,Airport Kiosk,7.685933505283886,10.0,81,0,0,Window,58
P5152,F102,Southwest,SEA,SEA,2025-03-17 18:04:24,85,On-time,1242,264.69,54,Male,Low,Emergency,Economy,1,Silver,Airport Kiosk,8.763128975343434,0.0,62,0,1,Aisle,103
P5153,F1773,Delta,SFO,DEN,2024-12-31 10:34:40,79,On-time,878,487.36,38,Female,Low,Leisure,Economy,2,Silver,Desk,7.548359809771932,10.0,58,1,0,Window,66
P5156,F724,JetBlue,LAX,ORD,2023-06-07 00:17:40,203,On-time,978,344.91,48,Female,Low,Business,Premium Economy,1,Gold,Online,7.705476852551881,5.0,6,0,1,Middle,28
P5157,F610,American Airlines,ORD,ATL,2023-07-11 15:27:42,166,On-time,1043,383.67,47,Male,Medium,Business,Economy,1,Silver,Mobile App,7.69944703518905,34.0,32,0,0,Middle,97
P5158,F615,JetBlue,DFW,SFO,2024-09-24 18:27:14,327,On-time,1351,264.49,45,Male,Low,Emergency,First,3,Platinum,Airport Kiosk,9.705602050321692,4.0,53,0,0,Middle,97
P5162,F287,JetBlue,ATL,DFW,2024-05-03 21:02:13,258,On-time,1484,294.06,72,Female,Medium,Family,Economy,2,Platinum,Online,8.47025838817505,8.0,80,0,0,Window,86
P5163,F1546,Delta,ATL,JFK,2023-04-28 20:46:17,189,On-time,1295,311.1,59,Female,Low,Leisure,Economy,3,Silver,Desk,7.807244728092806,2.0,46,0,0,Aisle,43
P5164,F1415,JetBlue,DEN,ORD,2024-03-26 01:56:57,262,On-time,1021,439.46,65,Female,Medium,Leisure,Economy,0,Gold,Online,7.134192785666778,10.0,59,0,0,Window,89
P5167,F146,Delta,DFW,ORD,2025-01-21 04:58:40,122,On-time,1157,465.88,77,Female,Low,Emergency,Premium Economy,0,Platinum,Desk,7.980561728199653,9.0,116,0,0,Middle,103
P5168,F1127,American Airlines,SEA,JFK,2025-04-08 01:53:30,80,On-time,1547,634.37,66,Female,Medium,Emergency,Economy,4,Silver,Desk,7.225794005015926,15.0,25,0,0,Middle,8
P5172,F543,Southwest,ORD,JFK,2024-03-01 03:41:38,184,On-time,1187,291.77,54,Female,Medium,Family,Business,1,Gold,Desk,8.087340758689761,6.0,89,0,0,Middle,95
P5173,F989,Southwest,ORD,LAX,2023-05-23 13:47:52,156,On-time,660,435.95,68,Male,Low,Family,Premium Economy,2,Silver,Online,8.61601319538177,9.0,28,0,0,Aisle,83
P5174,F529,United,ORD,ATL,2023-11-17 21:04:03,214,Delayed,859,160.67,33,Male,High,Family,Economy,0,Gold,Desk,7.51423850631215,2.0,29,0,0,Aisle,49
P5175,F1530,American Airlines,ATL,SFO,2024-11-18 11:35:22,125,On-time,696,424.16,39,Male,High,Emergency,Business,3,Gold,Desk,9.089590474099706,24.0,117,0,0,Window,74
P5179,F330,JetBlue,SFO,SEA,2023-07-21 00:50:50,220,On-time,1478,417.59,64,Male,Low,Business,Business,2,Gold,Desk,7.565406016282543,5.0,63,0,0,Middle,21
P5180,F1894,United,DFW,SFO,2023-09-15 21:53:21,190,On-time,955,437.24,69,Male,Medium,Emergency,Economy,1,Silver,Online,7.706553556446852,2.0,77,0,0,Middle,104
P5182,F1744,United,JFK,DFW,2023-06-26 21:02:50,156,On-time,1298,335.52,30,Male,Low,Leisure,Economy,1,Silver,Mobile App,7.043190233711145,1.0,64,0,0,Window,58
P5184,F21,United,SEA,SFO,2023-11-03 23:16:00,120,On-time,1426,369.47,21,Male,High,Leisure,Business,0,Silver,Desk,7.345386185291894,47.0,53,1,0,Middle,107
P5189,F1948,Delta,ORD,LAX,2024-03-18 09:12:40,210,Cancelled,1051,324.39,61,Female,High,Emergency,Economy,2,Silver,Online,6.743148457483797,1.0,5,0,0,Middle,24
P5190,F233,American Airlines,LAX,DEN,2023-12-29 05:41:43,245,On-time,1008,354.02,72,Female,Medium,Emergency,Premium Economy,2,Silver,Mobile App,7.87073230287502,3.0,62,0,0,Aisle,9
P5192,F1083,American Airlines,SEA,SFO,2023-12-30 23:10:50,194,On-time,1118,336.31,67,Female,Medium,Emergency,Economy,2,Gold,Desk,7.1070703026031214,9.0,6,0,0,Aisle,82
